ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
862,Aug,1,Wednesday,Mazda,Urban,Friday,Aug,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,863,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
5779,Oct,4,Monday,Honda,Urban,Thursday,Oct,4,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5780,4,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3596,Mar,1,Monday,Pontiac,Urban,Monday,Mar,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3597,7,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
5878,Jul,2,Sunday,Chevrolet,Urban,Tuesday,Jul,2,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5879,10,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
13033,Aug,3,Wednesday,Mazda,Urban,Thursday,Aug,3,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13034,2,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision
4909,Jul,1,Tuesday,Honda,Urban,Friday,Jul,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,4910,1,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
15290,Nov,3,Tuesday,Honda,Urban,Tuesday,Feb,2,Female,Married,39,Policy Holder,Sport - Collision,Sport,more than 69000,0,15291,15,400,3,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
10310,Jun,3,Saturday,Honda,Urban,Tuesday,Jun,3,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10311,1,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,Yes,No,External,3 to 5,no change,1 vehicle,1995,Collision
5915,Aug,4,Thursday,Ford,Urban,Tuesday,Oct,1,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,5916,8,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,1 year,1 vehicle,1994,All Perils
3101,Apr,2,Sunday,Honda,Urban,Wednesday,Apr,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3102,12,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
1694,May,4,Thursday,Mazda,Urban,Monday,Jun,2,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1695,4,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
6281,Oct,3,Tuesday,Honda,Urban,Wednesday,Oct,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6282,2,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10220,Jun,1,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10221,3,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
84,Dec,1,Wednesday,Honda,Urban,Monday,Jan,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,85,6,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
12206,Jul,5,Friday,Honda,Urban,Friday,Aug,2,Male,Married,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12207,11,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
9284,Aug,4,Tuesday,Toyota,Urban,Tuesday,Aug,5,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9285,3,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9347,Jun,2,Thursday,Mazda,Urban,Thursday,Aug,1,Female,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9348,5,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
9369,Jul,3,Tuesday,Toyota,Urban,Tuesday,Jul,4,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9370,13,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,All Perils
6731,May,4,Tuesday,Honda,Urban,Thursday,Jun,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6732,5,400,2,none,15 to 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
7204,Jan,5,Sunday,Toyota,Urban,Monday,Feb,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7205,10,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
14784,Sep,4,Monday,Mazda,Urban,Friday,Sep,5,Male,Married,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14785,7,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils
9042,Oct,3,Thursday,Honda,Urban,Wednesday,Oct,4,Male,Married,38,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9043,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
2649,Apr,1,Tuesday,Toyota,Urban,Tuesday,Apr,1,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2650,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
9389,Apr,3,Tuesday,Mazda,Urban,Friday,Apr,4,Male,Single,30,Third Party,Sport - Collision,Sport,more than 69000,0,9390,14,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1995,Collision
3767,Sep,4,Tuesday,Pontiac,Urban,Thursday,Sep,5,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3768,1,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
13227,Dec,3,Saturday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13228,4,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision
3225,Jun,4,Tuesday,Pontiac,Urban,Thursday,Sep,4,Female,Married,33,Third Party,Sedan - Collision,Sedan,less than 20000,0,3226,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
13742,Jan,2,Tuesday,Pontiac,Urban,Wednesday,Jan,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13743,14,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
14720,Sep,1,Friday,Saab,Urban,Monday,Sep,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14721,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
9237,Dec,1,Tuesday,Honda,Urban,Wednesday,Dec,2,Male,Married,53,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9238,3,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
5042,May,4,Friday,Honda,Urban,Tuesday,Oct,1,Male,Married,55,Policy Holder,Sedan - Liability,Sport,more than 69000,0,5043,2,400,1,more than 30,more than 30,1,new,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
6019,May,1,Wednesday,Pontiac,Urban,Thursday,May,1,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6020,9,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
12809,Jun,2,Wednesday,Toyota,Rural,Monday,Jun,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12810,11,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
7344,Sep,2,Sunday,Mazda,Urban,Tuesday,Sep,2,Female,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7345,9,500,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Liability
15091,Jul,1,Tuesday,Toyota,Urban,Thursday,Jul,2,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15092,8,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
9048,Aug,3,Thursday,Honda,Urban,Saturday,Oct,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9049,8,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability
932,Jun,4,Friday,Mazda,Urban,Tuesday,Aug,1,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,933,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
4387,May,3,Friday,Dodge,Urban,Monday,May,4,Female,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4388,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1994,All Perils
1696,Jun,2,Sunday,Ford,Urban,Tuesday,Jun,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,1697,2,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
13622,Jul,3,Thursday,Pontiac,Urban,Thursday,Jul,4,Male,Married,41,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13623,10,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
6293,Sep,2,Saturday,Mazda,Urban,Tuesday,Sep,2,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,6294,4,700,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
13259,May,1,Wednesday,Ford,Urban,Thursday,May,2,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,60000 to 69000,0,13260,4,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
10525,Nov,5,Monday,Chevrolet,Urban,Monday,Dec,2,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10526,16,400,1,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils
10987,Jul,1,Friday,Honda,Rural,Tuesday,Jul,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10988,13,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
14666,Aug,3,Monday,Toyota,Urban,Thursday,Sep,1,Male,Married,32,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14667,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
2733,Mar,2,Friday,Mazda,Urban,Wednesday,May,3,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2734,4,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
11296,Apr,1,Wednesday,Chevrolet,Rural,Wednesday,May,1,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,11297,12,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
4686,Oct,4,Tuesday,Pontiac,Urban,Friday,Oct,4,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4687,4,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
9631,Apr,3,Saturday,Chevrolet,Urban,Tuesday,Apr,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9632,8,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
7975,Aug,4,Monday,Honda,Urban,Monday,Aug,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7976,11,400,1,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
1778,May,1,Monday,VW,Rural,Tuesday,May,1,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1779,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1725,Apr,1,Thursday,Toyota,Urban,Tuesday,Apr,4,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1726,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
13997,Jul,5,Wednesday,Pontiac,Urban,Monday,Sep,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13998,11,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
5623,Apr,2,Wednesday,Pontiac,Urban,Tuesday,Apr,3,Female,Married,26,Third Party,Sedan - Liability,Sport,20000 to 29000,0,5624,14,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
10164,Jun,2,Monday,Honda,Urban,Thursday,Jun,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10165,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,Collision
796,Jan,4,Sunday,Mazda,Urban,Wednesday,Jan,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,797,6,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
7199,Sep,5,Thursday,Honda,Urban,Monday,Oct,1,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7200,9,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
1637,Aug,2,Wednesday,Honda,Urban,Friday,Aug,2,Male,Married,54,Third Party,Sedan - All Perils,Sedan,less than 20000,0,1638,1,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
4100,May,4,Thursday,Saturn,Urban,Wednesday,Jun,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4101,15,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision
15138,May,3,Monday,Pontiac,Urban,Friday,Jun,1,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15139,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
3390,Oct,2,Sunday,Honda,Rural,Monday,Oct,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3391,12,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
9158,May,3,Wednesday,Pontiac,Urban,Monday,May,4,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9159,7,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
97,Jan,3,Thursday,Toyota,Urban,Monday,Jan,4,Male,Single,40,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,98,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
14253,Mar,1,Saturday,Pontiac,Urban,Tuesday,Mar,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,14254,4,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
3503,Oct,1,Tuesday,Toyota,Urban,Wednesday,Oct,1,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3504,3,400,1,more than 30,more than 30,1,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
8789,Feb,3,Thursday,Chevrolet,Urban,Friday,Feb,3,Female,Married,28,Third Party,Sedan - Liability,Sport,more than 69000,0,8790,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
1763,Sep,3,Sunday,Toyota,Urban,Wednesday,Sep,5,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1764,5,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1994,Liability
9841,Feb,1,Friday,Honda,Urban,Wednesday,Feb,3,Male,Married,76,Policy Holder,Sport - Collision,Sport,more than 69000,1,9842,10,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision
1431,Nov,2,Monday,Honda,Urban,Wednesday,Nov,2,Male,Single,16,Third Party,Sport - Collision,Sport,more than 69000,0,1432,15,400,2,more than 30,more than 30,1,2 years,18 to 20,No,Yes,External,none,no change,1 vehicle,1994,Collision
12022,Dec,4,Thursday,VW,Urban,Friday,Jul,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12023,8,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
3340,Nov,1,Friday,Honda,Urban,Thursday,Nov,2,Female,Married,34,Third Party,Sport - Collision,Sport,more than 69000,0,3341,7,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
7869,Nov,2,Thursday,Honda,Urban,Wednesday,Nov,3,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7870,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
14573,Nov,1,Thursday,Toyota,Urban,Thursday,Nov,1,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14574,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
71,Jan,1,Tuesday,Mazda,Urban,Thursday,Jan,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,72,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
581,Oct,2,Tuesday,Pontiac,Urban,Thursday,Oct,3,Male,Married,45,Third Party,Sedan - Liability,Sport,30000 to 39000,0,582,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
6592,Nov,2,Tuesday,Chevrolet,Urban,Wednesday,Nov,2,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6593,8,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
5111,Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5112,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
5287,Feb,4,Friday,Mazda,Urban,Friday,Mar,1,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5288,14,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
699,Mar,4,Monday,Mazda,Rural,Monday,Apr,2,Female,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,700,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3809,Aug,3,Wednesday,Mazda,Urban,Monday,Aug,4,Male,Married,53,Third Party,Sedan - Liability,Sport,60000 to 69000,0,3810,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
4698,Sep,2,Thursday,Pontiac,Urban,Tuesday,Sep,2,Female,Married,64,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,4699,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
9286,Dec,2,Tuesday,Mazda,Rural,Friday,Jan,2,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9287,4,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10103,Jul,4,Monday,Chevrolet,Urban,Wednesday,Jul,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10104,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
15295,Aug,3,Tuesday,Honda,Urban,Friday,Sep,2,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15296,5,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12682,May,2,Friday,Pontiac,Rural,Monday,Jun,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12683,6,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
2722,Dec,2,Friday,Mazda,Urban,Monday,Dec,2,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2723,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
